adsh	tag	version	coreg	ddate	qtrs	uom	value	footnote
0001193125-09-088631	AssetsCurrent	us-gaap/2008		20090331	0	USD	253717000.0000	
0000950123-09-008550	AssetsCurrent	us-gaap/2008		20081231	0	USD	202453000.0000	
0001104659-09-025790	AllowanceForDoubtfulAccountsReceivableCurrent	us-gaap/2008		20081231	0	USD	320000.0000	
0001193125-09-109617	TechnologyServicesRevenue	us-gaap/2008		20090331	1	USD	44000000.0000	
0001193125-09-100014	ClassBNumberSharesOutstanding	0001193125-09-100014		20090331	0	shares	7191210.0000	
0000950134-09-009913	LossGainOnDerivativeContracts	0000950134-09-009913		20090331	1	USD	-206647000.0000	
0001104659-09-025790	ShareBasedCompensation	us-gaap/2008		20090331	1	USD	599000.0000	
0000891618-09-000166	LiabilitiesAndStockholdersEquity	us-gaap/2008		20081231	0	USD	161165000000.0000	
0001193125-09-102866	PrepaidExpenseCurrent	us-gaap/2008		20081231	0	USD	1470000000.0000	
0001193125-09-096522	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	102300000.0000	
0000277948-09-000066	IncreaseDecreaseInAccountsPayable	us-gaap/2008		20080331	1	USD	10000000.0000	
0001193125-09-111401	DeferredRevenueCurrent	us-gaap/2008		20081231	0	USD	4239000.0000	
0000891618-09-000150	RepaymentsOfLongTermDebt	us-gaap/2008		20090331	1	USD	-1590000000.0000	
0001193125-09-101639	CommonStockParOrStatedValuePerShare	us-gaap/2008		20090331	0	USD	1.2500	
0001193125-09-100014	IntangibleAssetsNetExcludingGoodwill	us-gaap/2008		20090331	0	USD	2146200000.0000	
0001193125-09-102866	CommonStockSharesAuthorized	us-gaap/2008		20081231	0	shares	1500000000.0000	
0001193125-09-109617	DeferredRevenueAmortization	0001193125-09-109617		20080331	1	USD	-21000000.0000	
0001193125-09-111401	AccountsPayableAndAccruedLiabilities	us-gaap/2008		20090331	0	USD	2334000.0000	
0001193125-09-102866	IncomeLossFromEquityMethodInvestments	us-gaap/2008		20080331	1	USD	1000000.0000	
0001002638-09-000023	PrepaidExpensesAndOtherCurrentAssets	0001002638-09-000023		20090331	0	USD	14401000.0000	
0000038074-09-000029	IncreaseDecreaseInOtherOperatingAssets	us-gaap/2008		20090331	4	USD	165000.0000	
0000950123-09-008550	MarketableSecuritiesNoncurrent	us-gaap/2008		20090331	0	USD	2933000.0000	
0001193125-09-111401	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2008		20080331	1	shares	26279000.0000	
0001104659-09-031513	NetIncomeLoss	us-gaap/2008		20080331	1	USD	136706000.0000	
0000891618-09-000150	OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations	us-gaap/2008		20090331	1	USD	35000000.0000	
0000038074-09-000029	ProceedsFromStockOptionsExercised	us-gaap/2008		20090331	4	USD	10630000.0000	
0001193125-09-101273	NetCashProvidedByUsedInOperatingActivities	us-gaap/2008		20080331	1	USD	-41200000.0000	
0001193125-09-109617	StockholdersEquity	us-gaap/2008		20090331	0	USD	6306000000.0000	
0001193125-09-111401	NetCashProvidedByUsedInFinancingActivities	us-gaap/2008		20080331	1	USD	31000.0000	
0001193125-09-109617	AccountsReceivableNetCurrent	us-gaap/2008		20090331	0	USD	704000000.0000	
0000891618-09-000166	OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease	us-gaap/2008		20090331	1	USD	87000000.0000	
0001193125-09-102866	SalesReservesAllowances	0001193125-09-102866		20081231	0	USD	2708000000.0000	
0001193125-09-124260	Assets	us-gaap/2008		20090430	0	USD	2269500000.0000	
0001104659-09-029605	PrepaidExpenseCurrent	us-gaap/2008		20090331	0	USD	9655000.0000	
0001193125-09-109617	ShareBasedCompensation	us-gaap/2008		20090331	1	USD	11000000.0000	
0000950134-09-009913	OtherAssetsCurrent	us-gaap/2008		20090331	0	USD	39055000.0000	
0000796343-09-000026	PaymentsForProceedsFromOtherInvestingActivities	us-gaap/2008		20080531	2	USD	0.0000	
0001193125-09-088631	AmortizationOfRestrictedStock	0001193125-09-088631		20090331	1	USD	333000.0000	
0001193125-09-101639	InterestExpense	us-gaap/2008		20080331	1	USD	57000000.0000	
0001104659-09-025790	ProceedsFromSaleAndMaturityOfMarketableSecurities	us-gaap/2008		20080331	1	USD	34622000.0000	
0001193125-09-109617	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20080331	0	USD	1139000000.0000	
0001193125-09-096522	PropertyPlantAndEquipmentNet	us-gaap/2008		20081231	0	USD	192300000.0000	
0001193125-09-101273	InventoryFinishedGoods	us-gaap/2008		20081231	0	USD	2591400000.0000	
0001193125-09-088639	IncreaseDecreaseInInventories	us-gaap/2008		20090331	1	USD	49866000.0000	
0000831259-09-000047	ProceedsFromSaleOfProductiveAssets	us-gaap/2008		20080331	1	USD	21000000.0000	
0000891618-09-000150	Goodwill	us-gaap/2008		20081231	0	USD	188000000.0000	
0000092380-09-000018	AdditionalPaidInCapitalCommonStock	us-gaap/2008		20081231	0	USD	1215000000.0000	
0001104659-09-029605	IncreaseDecreaseInAccountsReceivable	us-gaap/2008		20080331	1	USD	1044000.0000	
0000950123-09-008550	TreasuryStockValue	us-gaap/2008		20090331	0	USD	216297000.0000	
0000092380-09-000018	AmortizationOfDeferredGainsOnSaleAndLeasebackOfAircraft	0000092380-09-000018		20090331	1	USD	-3000000.0000	
0000038074-09-000029	StockholdersEquity	us-gaap/2008		20080331	0	USD	3715317000.0000	
0001193125-09-109617	OperatingIncomeLoss	us-gaap/2008		20090331	1	USD	159000000.0000	
0001104659-09-025790	DepreciationAndAmortization	us-gaap/2008		20080331	1	USD	3410000.0000	
0001193125-09-101639	PaymentsForRepurchaseOfCommonStock	us-gaap/2008		20080331	1	USD	59200000.0000	
0000092380-09-000018	OperatingIncomeLoss	us-gaap/2008		20090331	1	USD	-50000000.0000	
0000092380-09-000018	AdditionalPaidInCapitalCommonStock	us-gaap/2008		20090331	0	USD	1219000000.0000	
0001104659-09-029605	LongTermLineOfCredit	us-gaap/2008		20081231	0	USD	123579000.0000	
0001193125-09-101639	LiabilitiesAndStockholdersEquity	us-gaap/2008		20090331	0	USD	9595300000.0000	
0000891618-09-000166	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2008		20090331	1	shares	1999509000.0000	
0000038074-09-000029	IncreaseDecreaseInAccruedIncomeTaxesPayable	us-gaap/2008		20070331	4	USD	102733000.0000	
0000277948-09-000066	LongTermDebtAndCapitalLeaseObligations	us-gaap/2008		20081231	0	USD	7512000000.0000	
0000950134-09-009913	AssetRetirementObligationsNoncurrent	us-gaap/2008		20090331	0	USD	87233000.0000	
0000950134-09-009913	ProceedsFromIssuanceOfLongTermDebt	us-gaap/2008		20080331	1	USD	340220000.0000	
0001193125-09-088631	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	327000.0000	
0000277948-09-000066	MaterialsAndSupplies	0000277948-09-000066		20090331	0	USD	250000000.0000	
0000831259-09-000047	NetCashProvidedByUsedInOperatingActivities	us-gaap/2008		20090331	1	USD	-258000000.0000	
0000038074-09-000029	IncomeTaxesPaid	us-gaap/2008		20090331	4	USD	266401000.0000	
0001002638-09-000023	ProceedsFromIssuanceOfCommonStock	us-gaap/2008		20080331	3	USD	11415000.0000	
0000950134-09-009913	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20081231	0	USD	636000.0000	
0000891618-09-000166	IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions	us-gaap/2008		20090331	1	USD	-440000000.0000	
0000950134-09-009913	CommonStockParOrStatedValuePerShare	us-gaap/2008		20081231	0	USD	0.0010	
0000891618-09-000166	EarningsPerShareBasic	us-gaap/2008		20090331	1	USD	0.9200	
0000950123-09-008550	InterestPaidNet	us-gaap/2008		20090331	1	USD	196000.0000	
0001193125-09-100014	RealizedAndUnrealizedGainsLossesDueToChangesInFairValuesOfCertainInvestmentsAndDebt	0001193125-09-100014		20080331	1	USD	22000000.0000	
0001104659-09-031513	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2008		20090331	1	USD	-524000.0000	
0001193125-09-091929	PensionContributions	us-gaap/2008		20080331	1	USD	11000000.0000	
0001104659-09-031513	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081231	0	USD	2247938000.0000	
0001193125-09-096522	AccountsPayableAndAccruedLiabilities	us-gaap/2008		20090331	0	USD	390000000.0000	
0000796343-09-000026	GrossProfit	us-gaap/2008		20080531	1	USD	804020000.0000	
0001193125-09-091929	PropertyPlantAndEquipmentNet	us-gaap/2008		20090331	0	USD	7872000000.0000	
0001193125-09-101639	RestrictedCashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20081231	0	USD	7900000.0000	
0001104659-09-025790	IncreaseDecreaseInAccruedLiabilities	us-gaap/2008		20090331	1	USD	-276000.0000	
0000092380-09-000018	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20081231	0	USD	1368000000.0000	
0001193125-09-091929	InterestAndDebtExpense	us-gaap/2008		20080331	1	USD	47000000.0000	
0001193125-09-124260	PreferredStockValue	us-gaap/2008		20090430	0	USD	0.0000	
0001104659-09-025790	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2008		20090331	1	USD	-537000.0000	
0001031296-09-000011	DeferredTaxLiabilitiesNoncurrent	us-gaap/2008		20081231	0	USD	2163000000.0000	
0001193125-09-111401	Goodwill	us-gaap/2008		20090331	0	USD	2189000.0000	
0001193125-09-101639	CommonStockValue	us-gaap/2008		20090331	0	USD	303700000.0000	
0001193125-09-101639	ProceedsFromIssuanceOfLongTermDebt	us-gaap/2008		20090331	1	USD	400000000.0000	
0001193125-09-109617	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20090331	1	USD	-171000000.0000	
0000092380-09-000018	LongTermDebtNoncurrent	us-gaap/2008		20081231	0	USD	3498000000.0000	
0000891618-09-000150	AssetsCurrent	us-gaap/2008		20081231	0	USD	2361000000.0000	
0001193125-09-109617	RelatedPartyDebtCurrent	0001193125-09-109617		20090331	0	USD	98000000.0000	
0001002638-09-000023	IncreaseDecreaseInOtherOperatingAssets	us-gaap/2008		20080331	3	USD	686000.0000	
0000891618-09-000166	CommonStockSharesIssued	us-gaap/2008		20090331	0	shares	2442676580.0000	
0001031296-09-000011	TotalCapitalization	0001031296-09-000011		20090331	0	USD	17981000000.0000	
0000831259-09-000047	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20071231	0	USD	1626000000.0000	
0000891618-09-000150	OtherAssetsCurrent	us-gaap/2008		20090331	0	USD	350000000.0000	
0001002638-09-000023	DeferredTaxAssetsNetNoncurrent	us-gaap/2008		20080630	0	USD	59881000.0000	
0000277948-09-000066	PropertyPlantAndEquipmentNet	us-gaap/2008		20090331	0	USD	22762000000.0000	
0001193125-09-100014	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2008		20080331	1	USD	95300000.0000	
0001193125-09-088639	ProceedsFromRepaymentsOfShortTermDebt	us-gaap/2008		20080331	1	USD	32500000.0000	
0000277948-09-000066	OperatingIncomeLoss	us-gaap/2008		20090331	1	USD	522000000.0000	
0001104659-09-029605	IncreaseDecreaseInDeferredRevenue	us-gaap/2008		20080331	1	USD	-497000.0000	
0000891618-09-000150	LongTermDebtNoncurrent	us-gaap/2008		20090331	0	USD	2749000000.0000	
0000092380-09-000018	InterestExpenseDebt	us-gaap/2008		20090331	1	USD	44000000.0000	
0000891618-09-000150	MarketableSecuritiesNoncurrent	us-gaap/2008		20090331	0	USD	753000000.0000	
0001104659-09-029605	ProceedsFromStockOptionsExercised	us-gaap/2008		20090331	1	USD	6125000.0000	
0000038074-09-000029	ProceedsFromStockOptionsExercised	us-gaap/2008		20070331	4	USD	210920000.0000	
0001193125-09-088639	TreasuryStockShares	us-gaap/2008		20081231	0	shares	2464575.0000	
0001193125-09-109617	ShortTermBorrowings	us-gaap/2008		20081231	0	USD	1101000000.0000	
0000891618-09-000150	EarningsPerShareBasic	us-gaap/2008		20080331	1	USD	0.8100	
0001193125-09-101273	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2008		20090331	1	shares	428000000.0000	
0001193125-09-088631	OilAndGasRevenue	us-gaap/2008		20090331	1	USD	161340000.0000	
0000831259-09-000047	PaymentsToAcquireOtherProductiveAssets	us-gaap/2008		20090331	1	USD	-67000000.0000	
0000796343-09-000026	NonoperatingIncomeExpense	us-gaap/2008		20090531	2	USD	-2377000.0000	
0001002638-09-000023	CommonStockValueOutstanding	us-gaap/2008		20090331	0	USD	456278000.0000	
0000092380-09-000018	FlightEquipment	0000092380-09-000018		20081231	0	USD	13722000000.0000	
0000796343-09-000026	CostOfGoodsSold	us-gaap/2008		20090531	1	USD	55758000.0000	
0000038074-09-000029	OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax	us-gaap/2008		20080331	4	USD	-13102000.0000	
0001002638-09-000023	GeneralAndAdministrativeExpense	us-gaap/2008		20080331	3	USD	52233000.0000	
0001193125-09-109617	IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest	0001193125-09-109617		20090331	1	USD	106000000.0000	
0000796343-09-000026	OtherLiabilitiesNoncurrent	us-gaap/2008		20081130	0	USD	20565000.0000	
0000038074-09-000029	DeferredIncomeTaxExpenseBenefit	us-gaap/2008		20090331	4	USD	-26770000.0000	
0000277948-09-000066	LiabilitiesCurrent	us-gaap/2008		20081231	0	USD	2404000000.0000	
0001193125-09-109617	Revenues	us-gaap/2008		20090331	1	USD	1142000000.0000	
0001104659-09-031513	CommonStockSharesOutstanding	us-gaap/2008		20090331	0	shares	179851258.0000	
0001193125-09-111401	AdjustmentsToReconcileIncomeLossToNetCashProvidedByUsedInContinuingOperations	us-gaap/2008		20080331	1	USD	-420000.0000	
0000796343-09-000026	NetCashProvidedByUsedInOperatingActivities	us-gaap/2008		20080531	2	USD	731091000.0000	
0000038074-09-000029	CostOfGoodsSold	us-gaap/2008		20070331	4	USD	745602000.0000	
0000950123-09-008550	PreferredStockSharesAuthorized	us-gaap/2008		20090331	0	shares	1000000.0000	
0001193125-09-101273	PensionExpense	us-gaap/2008		20090331	1	USD	32300000.0000	
0001104659-09-029605	LossIncomeFromFranchiseCheesePurchasingProgramNetOfMinorityInterest	0001104659-09-029605		20090331	1	USD	-7103000.0000	
0000038074-09-000029	Revenues	us-gaap/2008		20090331	4	USD	3922782000.0000	
0000038074-09-000029	Revenues	us-gaap/2008		20080331	4	USD	3836329000.0000	
0001193125-09-096522	ProceedsFromReceivableForSecuritiesSold	0001193125-09-096522		20080331	1	USD	0.0000	
0001104659-09-029605	OtherOperatingExpensesDomesticCommissary	0001104659-09-029605		20090331	1	USD	10672000.0000	
0001193125-09-101273	LongTermDebtAndCapitalLeaseObligations	us-gaap/2008		20081231	0	USD	4700800000.0000	
0000950134-09-009913	DerivativeContractsNoncurrentLiability	0000950134-09-009913		20090331	0	USD	3809000.0000	
0001193125-09-102866	OtherLiabilitiesCurrent	us-gaap/2008		20081231	0	USD	623000000.0000	
0001193125-09-101639	AssetImpairmentCharges	us-gaap/2008		20080331	1	USD	1700000.0000	
0001193125-09-096522	RepaymentsOfNotesPayable	us-gaap/2008		20080331	1	USD	0.0000	
0001104659-09-025790	ResearchAndDevelopmentExpense	us-gaap/2008		20090331	1	USD	738000.0000	
0001193125-09-088639	OtherPostretirementDefinedBenefitPlanNoncurrentLiabilities	us-gaap/2008		20081231	0	USD	2493344000.0000	
0001193125-09-091929	OtherLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	2047000000.0000	
0001193125-09-102866	AccountsPayable	us-gaap/2008		20081231	0	USD	2244000000.0000	
0001193125-09-124260	AccountsReceivableNetCurrent	us-gaap/2008		20090430	0	USD	228600000.0000	
0000831259-09-000047	ChargesForReclamationAndEnvironmentalLiabilitiesIncludingAccretion	0000831259-09-000047		20080331	1	USD	41000000.0000	
0001193125-09-096522	CommonStockSharesOutstanding	us-gaap/2008		20081231	0	shares	709600000.0000	
0000092380-09-000018	ShortTermInvestments	us-gaap/2008		20081231	0	USD	435000000.0000	
0001193125-09-102866	SeniorLongTermNotes	us-gaap/2008		20090331	0	USD	3855000000.0000	
0001193125-09-111401	IncreaseDecreaseInOtherAccountsPayable	us-gaap/2008		20090331	1	USD	-69000.0000	
0001104659-09-031513	PaymentsToAcquireOtherInvestments	us-gaap/2008		20090331	1	USD	454000.0000	
0000891618-09-000166	CommonStockValue	us-gaap/2008		20090331	0	USD	1832000000.0000	
0001104659-09-025790	PrepaidTaxes	us-gaap/2008		20081231	0	USD	4544000.0000	
0000092380-09-000018	TotalOtherExpensesIncome	0000092380-09-000018		20080331	1	USD	51000000.0000	
0001104659-09-029605	OtherAssetsCurrent	us-gaap/2008		20081231	0	USD	5275000.0000	
0001193125-09-100014	StockBasedCompensation	0001193125-09-100014		20090331	1	USD	9700000.0000	
0000038074-09-000029	LiabilityForUncertainTaxPositionsNoncurrent	us-gaap/2008		20090331	0	USD	264389000.0000	
0001193125-09-124260	DeferredRevenueCurrent	us-gaap/2008		20090131	0	USD	438800000.0000	
0001193125-09-091929	StockBasedCompensation	0001193125-09-091929		20090331	1	USD	9000000.0000	
0001193125-09-091929	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20080331	0	USD	21000000.0000	
0001002638-09-000023	AssetsCurrent	us-gaap/2008		20090331	0	USD	388852000.0000	
0000831259-09-000047	Assets	us-gaap/2008		20081231	0	USD	23353000000.0000	
0000038074-09-000029	PropertyPlantAndEquipmentGross	us-gaap/2008		20080331	0	USD	567331000.0000	
0000891618-09-000166	PropertyPlantAndEquipmentGross	us-gaap/2008		20081231	0	USD	173299000000.0000	
0001193125-09-101639	OtherLiabilitiesNoncurrent	us-gaap/2008		20081231	0	USD	417600000.0000	
0000092380-09-000018	EarningsPerShareBasic	us-gaap/2008		20090331	1	USD	-0.1200	
0001193125-09-088639	PaymentsToAcquirePropertyPlantAndEquipment	us-gaap/2008		20080331	1	USD	176342000.0000	
0001104659-09-031513	PaymentsToAcquireMarketableSecurities	us-gaap/2008		20080331	1	USD	579010000.0000	
0000831259-09-000047	ProductionAndDelivery	0000831259-09-000047		20090331	1	USD	1562000000.0000	
0000831259-09-000047	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	205000000.0000	
0001193125-09-101639	OtherAccumulatedComprehensiveIncomeNetOfTax	0001193125-09-101639		20081231	0	USD	-580700000.0000	
0001193125-09-088631	IncreaseDecreaseInAccountsReceivable	us-gaap/2008		20090331	1	USD	-27130000.0000	
0001193125-09-100014	OtherAccruedLiabilities	us-gaap/2008		20081231	0	USD	1488500000.0000	
0000891618-09-000150	CommonStockValue	us-gaap/2008		20090331	0	USD	766000000.0000	
0001002638-09-000023	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20080331	3	USD	65783000.0000	
0001193125-09-088631	DeferredTaxLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	348363000.0000	
0001193125-09-096522	DepreciationAndAmortization	us-gaap/2008		20080331	1	USD	32800000.0000	
0001193125-09-101273	AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment	us-gaap/2008		20090331	0	USD	9165800000.0000	
0001193125-09-101273	OperatingIncomeLoss	us-gaap/2008		20090331	1	USD	281500000.0000	
0001193125-09-124260	NetCashProvidedByUsedInOperatingActivities	us-gaap/2008		20080430	1	USD	185300000.0000	
0001193125-09-100014	DeferredRevenueCurrent	us-gaap/2008		20081231	0	USD	918400000.0000	
0000796343-09-000026	DepreciationAndAmortization	us-gaap/2008		20090531	2	USD	133465000.0000	
0000796343-09-000026	CostOfGoodsSold	us-gaap/2008		20090531	2	USD	114676000.0000	
0000950123-09-008550	IncomeTaxesPaidNet	us-gaap/2008		20080331	1	USD	1156000.0000	
0001104659-09-029605	Goodwill	us-gaap/2008		20081231	0	USD	76914000.0000	
0001193125-09-124260	OtherLiabilitiesNoncurrent	us-gaap/2008		20090430	0	USD	57800000.0000	
0001193125-09-101273	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20090331	0	USD	112400000.0000	
0000831259-09-000047	Liabilities	us-gaap/2008		20090331	0	USD	15626000000.0000	
0000038074-09-000029	LiabilitiesCurrent	us-gaap/2008		20090331	0	USD	817828000.0000	
0001193125-09-111401	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081231	0	USD	-67836000.0000	
0001193125-09-109617	CashProvidedByUsedInDiscontinuedOperationsFinancingActivities	us-gaap/2008		20090331	1	USD	0.0000	
0000891618-09-000150	OtherAccountsReceivable	0000891618-09-000150		20090331	0	USD	383000000.0000	
0001104659-09-029605	IncomeTaxExpenseBenefit	us-gaap/2008		20090331	1	USD	10302000.0000	
0000796343-09-000026	CommonStockValue	us-gaap/2008		20090531	0	USD	61000.0000	
0001193125-09-100014	OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	963700000.0000	
0001104659-09-029605	IncreaseDecreaseInAccruedLiabilities	us-gaap/2008		20080331	1	USD	-2506000.0000	
0000092380-09-000018	IncreaseDecreaseInAccountsPayableAndAccruedLiabilities	us-gaap/2008		20080331	1	USD	46000000.0000	
0001104659-09-025790	OperatingExpenses	us-gaap/2008		20080331	1	USD	15127000.0000	
0000831259-09-000047	MinorityInterest	us-gaap/2008		20081231	0	USD	1328000000.0000	
0000950123-09-008550	DeferredRentCreditNoncurrent	us-gaap/2008		20090331	0	USD	18908000.0000	
0000950123-09-008550	PaymentsToAcquireBusinessesNetOfCashAcquired	us-gaap/2008		20080331	1	USD	47134000.0000	
0001193125-09-088639	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20090331	0	USD	1186324000.0000	
0000796343-09-000026	RestructuringCharges	us-gaap/2008		20080531	1	USD	0.0000	
0000038074-09-000029	DeferredTaxLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	0.0000	
0001193125-09-102866	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20081231	0	USD	1854000000.0000	
0001193125-09-100014	PaymentsForRepurchaseOfCommonStock	us-gaap/2008		20090331	1	USD	116500000.0000	
0001002638-09-000023	EntityCommonStockSharesOutstanding	dei/2008		20090331	0	shares	52618018.0000	
0001193125-09-096522	CommitmentsAndContingencies	us-gaap/2008		20081231	0	USD		
0000950123-09-008550	SellingGeneralAndAdministrativeExpense	us-gaap/2008		20090331	1	USD	46085000.0000	
0001193125-09-109617	DeferredTaxAssetsNetCurrent	us-gaap/2008		20090331	0	USD	95000000.0000	
0000796343-09-000026	OperatingExpenses	us-gaap/2008		20080531	2	USD	1076381000.0000	
0000796343-09-000026	Revenues	us-gaap/2008		20090531	2	USD	1491063000.0000	
0001193125-09-102866	ProceedsFromSaleAndMaturityOfMarketableSecurities	us-gaap/2008		20080331	1	USD	1356000000.0000	
0001193125-09-111401	OtherSalesRevenueNet	us-gaap/2008		20080331	1	USD	83000.0000	
0001193125-09-088631	GasGatheringTransportationMarketingAndProcessingCosts	us-gaap/2008		20090331	1	USD	21846000.0000	
0000092380-09-000018	AccountsAndOtherReceivables	0000092380-09-000018		20081231	0	USD	209000000.0000	
0000796343-09-000026	PropertyPlantAndEquipmentNet	us-gaap/2008		20090531	0	USD	291720000.0000	
0000796343-09-000026	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081130	0	USD	4913406000.0000	
0000950123-09-008550	ProceedsFromStockOptionsExercised	us-gaap/2008		20090331	1	USD	0.0000	
0001104659-09-029605	DomesticCommissaryAndOtherExpensesTotal	0001104659-09-029605		20080331	1	USD	110503000.0000	
0000831259-09-000047	OtherAssetsCurrent	us-gaap/2008		20081231	0	USD	386000000.0000	
0001193125-09-124260	GainLossOnSaleOfOtherAssets	us-gaap/2008		20080430	1	USD	0.0000	
0001104659-09-031513	EmployeeRelatedLiabilities	us-gaap/2008		20081231	0	USD	607702000.0000	
0000092380-09-000018	ExcessTaxBenefitFromShareBasedCompensationFinancingActivities	us-gaap/2008		20090331	1	USD	-3000000.0000	
0001002638-09-000023	PensionExpense	us-gaap/2008		20080331	3	USD	0.0000	
0001104659-09-031513	AccountsNotesAndLoansReceivableNetCurrent	us-gaap/2008		20090331	0	USD	1452748000.0000	
0000831259-09-000047	IncomeTaxExpenseBenefit	us-gaap/2008		20080331	1	USD	-729000000.0000	
0001193125-09-124260	MarketableSecuritiesCurrent	us-gaap/2008		20090430	0	USD	78400000.0000	
0001193125-09-101639	ProceedsFromRepaymentsOfShortTermDebt	us-gaap/2008		20080331	1	USD	217500000.0000	
0001193125-09-109617	ProceedsFromSaleMaturityAndCollectionsOfInvestments	us-gaap/2008		20090331	1	USD	137000000.0000	
0000831259-09-000047	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20080331	0	USD	1831000000.0000	
0000796343-09-000026	OtherNonoperatingIncome	us-gaap/2008		20090531	1	USD	4802000.0000	
0000950134-09-009913	DerivativeContractsCurrentLiability	0000950134-09-009913		20090331	0	USD	5184000.0000	
0001031296-09-000011	PensionAndOtherPostretirementDefinedBenefitPlansNoncurrentLiabilities	us-gaap/2008		20090331	0	USD	1896000000.0000	
0001002638-09-000023	EffectOfExchangeRateOnCashAndCashEquivalents	us-gaap/2008		20080331	3	USD	18212000.0000	
0000891618-09-000166	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20080331	1	USD	9705000000.0000	
0001193125-09-088631	OilAndGasRevenue	us-gaap/2008		20080331	1	USD	126640000.0000	
