adsh	tag	version	coreg	ddate	qtrs	uom	value	footnote
0001193125-09-088631	MinorityInterestInNetIncomeLossOfConsolidatedEntities	us-gaap/2008		20080331	1	USD	173000.0000	
0000950134-09-009913	OperatingIncomeLoss	us-gaap/2008		20090331	1	USD	-1116280000.0000	
0000891618-09-000166	TaxesOtherThanIncomeExciseProductionAndPropertyTaxes	us-gaap/2008		20080331	1	USD	5443000000.0000	
0001193125-09-091929	OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease	us-gaap/2008		20090331	1	USD	6000000.0000	
0001104659-09-029605	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20071231	0	USD	8877000.0000	
0001193125-09-088639	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2008		20090331	1	shares	180576479.0000	
0000796343-09-000026	OtherNonoperatingIncome	us-gaap/2008		20090531	2	USD	18086000.0000	
0000796343-09-000026	CostOfRevenue	us-gaap/2008		20090531	2	USD	149361000.0000	
0000038074-09-000029	StockholdersEquity	us-gaap/2008		20060331	0	USD	2697809000.0000	
0000277948-09-000066	MaterialsSuppliesAndOther	0000277948-09-000066		20090331	1	USD	477000000.0000	
0001193125-09-111401	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20071231	0	USD	3568000.0000	
0000950134-09-009913	TreasuryStockValueAcquiredCostMethod	us-gaap/2008		20090331	1	USD	-513000.0000	
0001104659-09-029605	IncreaseDecreaseInPrepaidExpense	us-gaap/2008		20090331	1	USD	-164000.0000	
0001193125-09-096522	SettlementObligations	0001193125-09-096522		20081231	0	USD	1207500000.0000	
0001193125-09-111401	OperatingIncomeLoss	us-gaap/2008		20080331	1	USD	-615000.0000	
0001104659-09-025790	AvailableForSaleSecuritiesCurrent	us-gaap/2008		20090331	0	USD	64788000.0000	
0000831259-09-000047	AdditionalPaidInCapital	us-gaap/2008		20090331	0	USD	14760000000.0000	
0000796343-09-000026	InterestExpense	us-gaap/2008		20080531	1	USD	3828000.0000	
0000831259-09-000047	NetCashProvidedByUsedInInvestingActivities	us-gaap/2008		20090331	1	USD	-516000000.0000	
0001104659-09-031513	InterestExpense	us-gaap/2008		20080331	1	USD	5196000.0000	
0000950123-09-008550	ProceedsFromStockOptionsExercised	us-gaap/2008		20080331	1	USD	10000.0000	
0000092380-09-000018	IncreaseDecreaseInAccountsAndOtherReceivables	us-gaap/2008		20090331	1	USD	-22000000.0000	
0001002638-09-000023	ShareBasedCompensation	us-gaap/2008		20090331	3	USD	3957000.0000	
0000796343-09-000026	SalesRevenueGoodsNet	us-gaap/2008		20090531	1	USD	660055000.0000	
0001193125-09-101639	AdditionalPaidInCapital	us-gaap/2008		20081231	0	USD	2885700000.0000	
0001031296-09-000011	SaleLeasebackTransactionDeferredGainNet	us-gaap/2008		20090331	0	USD	1018000000.0000	
0001193125-09-101273	SalesRevenueNet	us-gaap/2008		20090331	1	USD	9236400000.0000	
0000950134-09-009913	PreferredStockAdditionalSeriesSharesIssued	us-gaap/2008		20090331	0	shares	2650000.0000	
0001104659-09-031513	IncomeLossFromEquityMethodInvestments	us-gaap/2008		20080331	1	USD	7410000.0000	
0001193125-09-088631	ProceedsFromStockOptionsExercised	us-gaap/2008		20080331	1	USD	252000.0000	
0001193125-09-096522	OtherAssets	us-gaap/2008		20090331	0	USD	514700000.0000	
0001193125-09-124260	LiabilitiesAndStockholdersEquity	us-gaap/2008		20090131	0	USD	2420700000.0000	
0001193125-09-100014	ComprehensiveIncomeNetOfTax	us-gaap/2008		20080331	1	USD	596100000.0000	
0001104659-09-025790	AccruedLiabilities	us-gaap/2008		20081231	0	USD	14081000.0000	
0001193125-09-111401	IncreaseDecreaseInOtherAccountsPayable	us-gaap/2008		20080331	1	USD	-116000.0000	
0000038074-09-000029	IncreaseDecreaseInInventories	us-gaap/2008		20070331	4	USD	201556000.0000	
0000038074-09-000029	EarningsPerShareBasic	us-gaap/2008		20090331	4	USD	2.5300	
0001104659-09-025790	CashCashEquivalentsAndShortTermInvestments	us-gaap/2008		20081231	0	USD	111789000.0000	
0000950123-09-008550	CommitmentsAndContingencies	us-gaap/2008		20090331	0	USD		
0000092380-09-000018	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2008		20080331	1	USD	0.0000	
0001193125-09-101273	CapitalLeaseObligationsCurrent	us-gaap/2008		20081231	0	USD	40600000.0000	
0001193125-09-096522	OtherNonoperatingIncomeExpense	us-gaap/2008		20090331	1	USD	4200000.0000	
0000891618-09-000150	CostOfGoldProductsAndServices	us-gaap/2008		20080331	1	USD	641000000.0000	
0001193125-09-091929	MinorityInterest	us-gaap/2008		20090331	0	USD	302000000.0000	
0000796343-09-000026	AccumulatedOtherComprehensiveIncomeLossNetOfTax	us-gaap/2008		20090531	0	USD	27310000.0000	
0001002638-09-000023	AmortizationOfAcquiredCustomerIntangibleAssets	0001002638-09-000023		20090331	3	USD	29529000.0000	
0001002638-09-000023	LongtermIncomeTaxesRecoverable	0001002638-09-000023		20080630	0	USD	44176000.0000	
0000950134-09-009913	AssetImpairmentCharges	us-gaap/2008		20080331	1	USD	0.0000	
0001104659-09-029605	OtherOperatingExpensesDomesticCompanyOwned	0001104659-09-029605		20090331	1	USD	17628000.0000	
0001193125-09-088631	LiabilitiesCurrent	us-gaap/2008		20081231	0	USD	281050000.0000	
0000950134-09-009913	PreferredStockParOrStatedValuePerShare	us-gaap/2008		20081231	0	USD	0.0010	
0000831259-09-000047	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2008		20080331	1	USD	0.0000	
0001104659-09-031513	PaymentsOfDividendsCommonStock	us-gaap/2008		20090331	1	USD	22772000.0000	
0001104659-09-029605	NetProceedsRepaymentsFromLoansPayableCurrent	0001104659-09-029605		20090331	1	USD	1375000.0000	
0000891618-09-000150	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20080331	1	USD	788000000.0000	
0000891618-09-000150	InventoryNet	us-gaap/2008		20081231	0	USD	519000000.0000	
0001193125-09-109617	CommonStockValue	us-gaap/2008		20090331	0	USD	3000000.0000	
0001104659-09-025790	RevenueOther	0001104659-09-025790		20090331	1	USD	140000.0000	
0000831259-09-000047	IncomeLossFromEquityMethodInvestments	us-gaap/2008		20090331	1	USD	11000000.0000	
0000038074-09-000029	ForeignCurrencyTransactionGainLossRealized	us-gaap/2008		20080331	4	USD	-2051000.0000	
0001031296-09-000011	ContractLossLiabilities	0001031296-09-000011		20081231	0	USD	766000000.0000	
0000796343-09-000026	PrepaidExpensesOtherAssets	0000796343-09-000026		20081130	0	USD	137954000.0000	
0000796343-09-000026	NetIncomeLoss	us-gaap/2008		20080531	1	USD	214910000.0000	
0000277948-09-000066	TaxesPayable	us-gaap/2008		20081231	0	USD	125000000.0000	
0000277948-09-000066	IncreaseDecreaseInOtherOperatingAssets	us-gaap/2008		20080331	1	USD	-13000000.0000	
0001104659-09-029605	EarningsPerShareDiluted	us-gaap/2008		20080331	1	USD	0.3000	
0001193125-09-088631	CostsAndExpenses	us-gaap/2008		20090331	1	USD	89303000.0000	
0001193125-09-111401	Assets	us-gaap/2008		20081231	0	USD	13006000.0000	
0001193125-09-088631	OtherReceivables	us-gaap/2008		20081231	0	USD	3080000.0000	
0001193125-09-109617	CommunicationsAndInformationTechnology	us-gaap/2008		20090331	1	USD	57000000.0000	
0001104659-09-031513	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20081231	0	USD	1834324000.0000	
0001193125-09-100014	SellingGeneralAndAdministrativeExpense	us-gaap/2008		20090331	1	USD	491600000.0000	
0000796343-09-000026	LongTermDebtNoncurrent	us-gaap/2008		20090531	0	USD	350000000.0000	
0001193125-09-096522	Revenues	us-gaap/2008		20090331	1	USD	1201200000.0000	
0000796343-09-000026	DeferredRevenueCurrent	us-gaap/2008		20090531	0	USD	185191000.0000	
0001002638-09-000023	SellingAndMarketingExpense	us-gaap/2008		20080331	3	USD	121466000.0000	
0000277948-09-000066	EntityCommonStockSharesOutstanding	dei/2008		20090331	0	shares	391459772.0000	
0001002638-09-000023	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2008		20090331	1	shares	53441.0000	
0001193125-09-101639	ProceedsFromSaleMaturityAndCollectionsOfInvestments	us-gaap/2008		20090331	1	USD	300000.0000	
0000277948-09-000066	AccountsReceivableNetCurrent	us-gaap/2008		20090331	0	USD	958000000.0000	
0001193125-09-096522	ProceedsFromCollectionOfNotesReceivable	us-gaap/2008		20080331	1	USD	5500000.0000	
0000950134-09-009913	NaturalGasAndCrudeOilPropertiesUsingFullCostMethodNet	0000950134-09-009913		20081231	0	USD	2521930000.0000	
0001193125-09-102866	CommonStockSharesAuthorized	us-gaap/2008		20090331	0	shares	1500000000.0000	
0000891618-09-000166	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20071231	0	USD	7362000000.0000	
0001193125-09-102866	StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest	0001193125-09-102866		20081231	0	USD	16438000000.0000	
0000891618-09-000166	OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax	us-gaap/2008		20080331	1	USD	-16000000.0000	
0000950134-09-009913	DerivativeContractsCurrentAsset	0000950134-09-009913		20090331	0	USD	270170000.0000	
0001193125-09-101639	DepreciationAndAmortization	us-gaap/2008		20080331	1	USD	157600000.0000	
0000891618-09-000166	ProceedsFromIssuanceOfLongTermDebt	us-gaap/2008		20080331	1	USD	0.0000	
0001193125-09-109617	LiabilitiesAndStockholdersEquity	us-gaap/2008		20081231	0	USD	13948000000.0000	
0001193125-09-111401	NetIncomeLoss	us-gaap/2008		20090331	1	USD	-1097000.0000	
0001193125-09-102866	IncomeBeforeMinorityInterestEarningsLossEquityInvestments	0001193125-09-102866		20080331	1	USD	139000000.0000	
0000831259-09-000047	SouthAmericanCapitalExpenditures	0000831259-09-000047		20090331	1	USD	-74000000.0000	
0001193125-09-091929	ResearchAndDevelopmentExpense	us-gaap/2008		20090331	1	USD	18000000.0000	
0001193125-09-096522	SellingGeneralAndAdministrativeExpense	us-gaap/2008		20090331	1	USD	191200000.0000	
0001193125-09-111401	AdditionalPaidInCapital	us-gaap/2008		20090331	0	USD	73562000.0000	
0001193125-09-101639	IncreaseDecreaseInAccountsPayable	us-gaap/2008		20090331	1	USD	-39200000.0000	
0001193125-09-088639	CommonStockParOrStatedValuePerShare	us-gaap/2008		20081231	0	USD	0.0100	
0001193125-09-100014	ClassCNumberSharesOutstanding	0001193125-09-100014		20081231	0	shares	137703628.0000	
0000796343-09-000026	ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities	us-gaap/2008		20080531	2	USD	353534000.0000	
0001031296-09-000011	CostsAndExpenses	us-gaap/2008		20090331	1	USD	2988000000.0000	
0001193125-09-100014	ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest	0001193125-09-100014		20090331	1	USD	-716900000.0000	
0000891618-09-000166	AccountsReceivableNetNoncurrent	us-gaap/2008		20090331	0	USD	2200000000.0000	
0001193125-09-088631	OtherPostretirementDefinedBenefitPlanNoncurrentLiabilities	us-gaap/2008		20090331	0	USD	2791000.0000	
0000950123-09-008550	PaymentsToAcquirePropertyPlantAndEquipment	us-gaap/2008		20080331	1	USD	3942000.0000	
0000950123-09-008550	DeferredTaxAssetsNetNoncurrent	us-gaap/2008		20081231	0	USD	44368000.0000	
0001031296-09-000011	TotalEquity	0001031296-09-000011		20081231	0	USD	8315000000.0000	
0001002638-09-000023	OtherNonoperatingIncomeExpense	us-gaap/2008		20080331	1	USD	-6831000.0000	
0000950123-09-008550	Assets	us-gaap/2008		20090331	0	USD	510647000.0000	
0001193125-09-111401	OperatingExpenses	us-gaap/2008		20080331	1	USD	4808000.0000	
0001193125-09-124260	OtherAccruedLiabilities	us-gaap/2008		20090430	0	USD	58600000.0000	
0000796343-09-000026	SellingAndMarketingExpense	us-gaap/2008		20080531	1	USD	279365000.0000	
0000891618-09-000166	DeferredIncomeTaxesAndTaxCredits	us-gaap/2008		20080331	1	USD	241000000.0000	
0001193125-09-102866	PaymentsToAcquireBusinessesAndInterestInAffiliates	us-gaap/2008		20080331	1	USD	410000000.0000	
0000891618-09-000166	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2008		20080331	1	shares	2066420000.0000	
0001193125-09-091929	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20090331	0	USD	54000000.0000	
0001193125-09-101639	CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations	us-gaap/2008		20090331	1	USD	0.0000	
0000891618-09-000166	IncreaseDecreaseInOperatingCapital	us-gaap/2008		20080331	1	USD	462000000.0000	
0000277948-09-000066	MaterialsSuppliesAndOther	0000277948-09-000066		20080331	1	USD	505000000.0000	
0001104659-09-025790	CommonStockSharesOutstanding	us-gaap/2008		20090331	0	shares	14778000.0000	
0001193125-09-100014	OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	967700000.0000	
0001193125-09-088631	OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease	us-gaap/2008		20090331	1	USD	-18295000.0000	
0001193125-09-100014	OtherAccruedLiabilities	us-gaap/2008		20090331	0	USD	1300600000.0000	
0001193125-09-111401	ProceedsFromStockOptionsExercised	us-gaap/2008		20080331	1	USD	31000.0000	
0000891618-09-000166	Liabilities	us-gaap/2008		20090331	0	USD	71610000000.0000	
0000950123-09-008550	LongTermDebtAndCapitalLeaseObligationsCurrent	us-gaap/2008		20090331	0	USD	12157000.0000	
0001193125-09-088631	NetCashProvidedByUsedInInvestingActivities	us-gaap/2008		20090331	1	USD	-133550000.0000	
0001002638-09-000023	MaintenanceRevenue	us-gaap/2008		20090331	1	USD	101949000.0000	
0001031296-09-000011	AssetsNoncurrent	us-gaap/2008		20090331	0	USD	9447000000.0000	
0000038074-09-000029	MachineryEquipmentAndOther	0000038074-09-000029		20090331	0	USD	276754000.0000	
0001193125-09-096522	Liabilities	us-gaap/2008		20081231	0	USD	5586400000.0000	
0001193125-09-088631	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081231	0	USD	468955000.0000	
0000092380-09-000018	AccumulatedOtherComprehensiveIncomeLossNetOfTax	us-gaap/2008		20081231	0	USD	-984000000.0000	
0001104659-09-029605	CostsAndExpenses	us-gaap/2008		20080331	1	USD	273234000.0000	
0001104659-09-031513	EarningsPerShareDiluted	us-gaap/2008		20080331	1	USD	0.7400	
0000950134-09-009913	AssetRetirementObligationsNoncurrent	us-gaap/2008		20081231	0	USD	84497000.0000	
0000891618-09-000150	TaxesPayable	us-gaap/2008		20090331	0	USD	98000000.0000	
0000950134-09-009913	IncomeLossFromContinuingOperationsBeforeMinorityInterestButAfterIncomeLossFromEquityMethodInvestmentsAndIncomeTax	0000950134-09-009913		20080331	1	USD	-55790000.0000	
0001193125-09-109617	RelatedPartyDebtCurrent	0001193125-09-109617		20081231	0	USD	249000000.0000	
0001193125-09-109617	CommonStockValue	us-gaap/2008		20081231	0	USD	3000000.0000	
0000277948-09-000066	NetIncomeLoss	us-gaap/2008		20090331	1	USD	246000000.0000	
0001193125-09-101639	StockholdersEquity	us-gaap/2008		20081231	0	USD	2318500000.0000	
0001104659-09-031513	EquityIncludingPortionAttributableToNoncontrollingInterest	0001104659-09-031513		20090331	0	USD	2857947000.0000	
0000831259-09-000047	DeferredTaxLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	2471000000.0000	
0000891618-09-000166	OperatingCostsAndExpenses	us-gaap/2008		20090331	1	USD	4346000000.0000	
0001104659-09-031513	PaymentsToAcquirePropertyPlantAndEquipment	us-gaap/2008		20080331	1	USD	58803000.0000	
0001193125-09-102866	EmployeeRelatedLiabilitiesNoncurrent	0001193125-09-102866		20081231	0	USD	182000000.0000	
0001193125-09-111401	CommonStockSharesIssued	us-gaap/2008		20090331	0	shares	27783343.0000	
0001104659-09-031513	ShareBasedCompensation	us-gaap/2008		20090331	1	USD	8209000.0000	
0001031296-09-000011	FuelCosts	us-gaap/2008		20080331	1	USD	328000000.0000	
0001002638-09-000023	PurchaseOfCaptarisIncNetOfCashAcquired	0001002638-09-000023		20080331	3	USD	0.0000	
0001193125-09-109617	ProfitLoss	0001193125-09-109617		20080331	1	USD	234000000.0000	
0001193125-09-088631	AccountsPayable	us-gaap/2008		20081231	0	USD	100565000.0000	
0000831259-09-000047	PreferredStockAdditionalSeriesValue	us-gaap/2008		20081231	0	USD	2875000000.0000	
0001193125-09-109617	ProceedsFromRepaymentsOfShortTermDebt	us-gaap/2008		20080331	1	USD	0.0000	
0001193125-09-111401	Depreciation	us-gaap/2008		20090331	1	USD	185000.0000	
0000831259-09-000047	CashAndCashEquivalentsAtCarryingValue	us-gaap/2008		20081231	0	USD	872000000.0000	
0000831259-09-000047	AssetsHeldInTrustNoncurrent	us-gaap/2008		20090331	0	USD	139000000.0000	
0001031296-09-000011	OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease	us-gaap/2008		20090331	1	USD	45000000.0000	
0001193125-09-109617	IncomeLossFromContinuingOperationsPerBasicShare	us-gaap/2008		20090331	1	USD	0.4000	
0001193125-09-124260	PreferredStockValue	us-gaap/2008		20090131	0	USD	0.0000	
0000891618-09-000150	EarningsPerShareDiluted	us-gaap/2008		20080331	1	USD	0.8000	
0001104659-09-029605	AccountsReceivableNetCurrent	us-gaap/2008		20090331	0	USD	22988000.0000	
0000038074-09-000029	IncreaseDecreaseInAccruedLiabilities	us-gaap/2008		20090331	4	USD	313531000.0000	
0001193125-09-101639	ReceivablesNetCurrent	us-gaap/2008		20081231	0	USD	1903200000.0000	
0001193125-09-101273	PensionContributions	us-gaap/2008		20090331	1	USD	12200000.0000	
0001193125-09-101639	IncomeLossFromDiscontinuedOperationsNetOfTax	us-gaap/2008		20090331	1	USD	0.0000	
0000950123-09-008550	OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax	us-gaap/2008		20080331	1	USD	111000.0000	
0001104659-09-029605	StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest	0001104659-09-029605		20090331	0	USD	157782000.0000	
0001193125-09-100014	ProceedsFromSaleOfProductiveAssets	us-gaap/2008		20080331	1	USD	22600000.0000	
0000950134-09-009913	AssetRetirementObligationCurrent	us-gaap/2008		20081231	0	USD	275000.0000	
0001104659-09-029605	PaymentsForRepurchaseOfCommonStock	us-gaap/2008		20090331	1	USD	4958000.0000	
0001002638-09-000023	PurchaseOfaDivisionOfSpicerCorporation	0001002638-09-000023		20080331	3	USD	0.0000	
0001193125-09-101639	PreferredStockValue	us-gaap/2008		20090331	0	USD	0.0000	
0001193125-09-109617	CashProvidedByUsedInDiscontinuedOperationsInvestingActivities	us-gaap/2008		20080331	1	USD	5000000.0000	
0001193125-09-109617	LiquidityPayments	0001193125-09-109617		20080331	1	USD	273000000.0000	
0001193125-09-101639	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081231	0	USD	903800000.0000	
0000891618-09-000166	InventoryOfChemicals	0000891618-09-000166		20090331	0	USD	373000000.0000	
0000092380-09-000018	NetIncomeLoss	us-gaap/2008		20090331	1	USD	-91000000.0000	
0001104659-09-025790	NetCashProvidedByUsedInOperatingActivities	us-gaap/2008		20090331	1	USD	19769000.0000	
0001193125-09-100014	DeferredTaxLiabilitiesNoncurrent	us-gaap/2008		20090331	0	USD	869800000.0000	
0001193125-09-088631	LongTermDebtNoncurrent	us-gaap/2008		20081231	0	USD	15386000.0000	
0001193125-09-111401	ShortTermInvestments	us-gaap/2008		20090331	0	USD	223000.0000	
0001104659-09-031513	CashAndCashEquivalentsPeriodIncreaseDecrease	us-gaap/2008		20080331	1	USD	-45871000.0000	
0001193125-09-088631	OtherIncome	us-gaap/2008		20080331	1	USD	10029000.0000	
0000950123-09-008550	StockholdersEquity	us-gaap/2008		20081231	0	USD	186583000.0000	
0000277948-09-000066	EarningsFromContinuingOperationsBeforeIncomeTaxes	0000277948-09-000066		20090331	1	USD	372000000.0000	
0000891618-09-000166	AssetsCurrent	us-gaap/2008		20081231	0	USD	36470000000.0000	
0001193125-09-101273	CommonStockSharesIssued	us-gaap/2008		20081231	0	shares	590700000.0000	
0001031296-09-000011	PrepaidTaxes	us-gaap/2008		20081231	0	USD	283000000.0000	
0001193125-09-111401	NetCashProvidedByUsedInInvestingActivities	us-gaap/2008		20080331	1	USD	-190000.0000	
0001193125-09-102866	PaymentsToAcquirePropertyPlantAndEquipment	us-gaap/2008		20090331	1	USD	160000000.0000	
0000950123-09-008550	CommonStockDividendsPerShareDeclared	us-gaap/2008		20080331	1	USD	0.0550	
0001002638-09-000023	LicenseCosts	us-gaap/2008		20090331	3	USD	12670000.0000	
0001193125-09-091929	StockIssuedDuringPeriodValueEmployeeSavingsAndIncentivePlans	0001193125-09-091929		20090331	1	USD	18000000.0000	
0000038074-09-000029	ForeignCurrencyTransactionGainLossRealized	us-gaap/2008		20090331	4	USD	-2095000.0000	
0001193125-09-111401	OtherAssetsNoncurrent	us-gaap/2008		20090331	0	USD	855000.0000	
0000950134-09-009913	PaymentsToAcquireProductiveAssets	us-gaap/2008		20090331	1	USD	-350184000.0000	
0000092380-09-000018	PaymentsOfDividends	us-gaap/2008		20080331	1	USD	-7000000.0000	
0001193125-09-124260	MaintenanceCosts	us-gaap/2008		20090430	1	USD	2800000.0000	
0001193125-09-124260	RepaymentsOfLinesOfCredit	us-gaap/2008		20080430	1	USD	0.0000	
0000796343-09-000026	OperatingExpenses	us-gaap/2008		20090531	1	USD	471312000.0000	
0000950134-09-009913	DepreciationDepletionAndAmortizationNaturalGasAndCrudeOil	0000950134-09-009913		20090331	1	USD	60093000.0000	
0000038074-09-000029	OtherAssetsCurrent	us-gaap/2008		20080331	0	USD	33260000.0000	
0001104659-09-031513	NetCashProvidedByUsedInOperatingActivities	us-gaap/2008		20090331	1	USD	76085000.0000	
0001193125-09-096522	PreferredStockSharesAuthorized	us-gaap/2008		20081231	0	shares	10000000.0000	
0000796343-09-000026	InterestExpense	us-gaap/2008		20080531	2	USD	5637000.0000	
0001193125-09-100014	ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest	0001193125-09-100014		20090331	1	USD	-159600000.0000	
0000950123-09-008550	MarketableSecuritiesCurrent	us-gaap/2008		20081231	0	USD	193000.0000	
0001104659-09-029605	NetChangeInOtherAssetsAndLiabilities	0001104659-09-029605		20090331	1	USD	-162000.0000	
0001193125-09-101273	InterestExpense	us-gaap/2008		20080331	1	USD	84500000.0000	
0001193125-09-088639	ProceedsFromSaleOfOtherProductiveAssets	us-gaap/2008		20080331	1	USD	15803000.0000	
0000796343-09-000026	DeferredRevenueNoncurrent	us-gaap/2008		20081130	0	USD	31356000.0000	
0000831259-09-000047	ProductInventoriesAndMaterialsAndSuppliesNet	0000831259-09-000047		20081231	0	USD	2192000000.0000	
0000831259-09-000047	StockIssuedDuringPeriodValueNewIssues	us-gaap/2008		20090331	1	USD	740000000.0000	
0000796343-09-000026	InvestmentInLeaseReceivable	0000796343-09-000026		20090531	0	USD	207239000.0000	
0001193125-09-102866	GeneralAndAdministrativeExpense	us-gaap/2008		20090331	1	USD	196000000.0000	
0001193125-09-124260	ProceedsFromLinesOfCredit	us-gaap/2008		20080430	1	USD	40000000.0000	
0000891618-09-000150	OtherAssetsNoncurrent	us-gaap/2008		20081231	0	USD	207000000.0000	
0001193125-09-100014	ClassCCommonStockSharesAuthorized	0001193125-09-100014		20090331	0	shares	500000000.0000	
0000950123-09-008550	CostsAndExpenses	us-gaap/2008		20090331	1	USD	171508000.0000	
0001193125-09-096522	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20090331	0	USD	153100000.0000	
0001104659-09-029605	PaymentsToAcquireNotesReceivable	us-gaap/2008		20090331	1	USD	3988000.0000	
0000891618-09-000166	DepreciationAndAmortization	us-gaap/2008		20080331	1	USD	2215000000.0000	
0001002638-09-000023	SellingAndMarketingExpense	us-gaap/2008		20090331	3	USD	138605000.0000	
0000950134-09-009913	RestrictedCashAndCashEquivalentsNoncurrent	us-gaap/2008		20090331	0	USD	32796000.0000	
0001193125-09-088631	OperatingIncomeLoss	us-gaap/2008		20080331	1	USD	80776000.0000	
0000038074-09-000029	PaymentsForRepurchaseOfCommonStock	us-gaap/2008		20080331	4	USD	-356327000.0000	
0000092380-09-000018	InterestExpenseDebt	us-gaap/2008		20080331	1	USD	28000000.0000	
0001031296-09-000011	IncreaseDecreaseInInterestPayableNet	us-gaap/2008		20090331	1	USD	118000000.0000	
0001193125-09-088631	ShortTermNonBankLoansAndNotesPayable	us-gaap/2008		20081231	0	USD	72700000.0000	
0001193125-09-109617	InterestExpense	us-gaap/2008		20080331	1	USD	33000000.0000	
0000796343-09-000026	ExcessTaxBenefitFromShareBasedCompensationFinancingActivities	us-gaap/2008		20090531	2	USD	84000.0000	
0001002638-09-000023	Assets	us-gaap/2008		20080630	0	USD	1434676000.0000	
0000891618-09-000166	OperatingCostsAndExpenses	us-gaap/2008		20080331	1	USD	4455000000.0000	
0001002638-09-000023	CostOfRevenuesAmortizationOfAcquiredTechnologyIntangibleAssets	0001002638-09-000023		20080331	3	USD	30900000.0000	
0001193125-09-088639	IncreaseDecreaseOtherCurrentLiabilities	0001193125-09-088639		20080331	1	USD	3487000.0000	
0000950134-09-009913	NaturalGasAndCrudeOilPropertiesUsingFullCostMethodNet	0000950134-09-009913		20090331	0	USD	1422274000.0000	
0001031296-09-000011	RegulatoryAssetsNoncurrent	us-gaap/2008		20090331	0	USD	2938000000.0000	
0000038074-09-000029	PaymentsForRepurchaseOfCommonStock	us-gaap/2008		20070331	4	USD	-472279000.0000	
0000038074-09-000029	Depreciation	us-gaap/2008		20090331	4	USD	43266000.0000	
0000796343-09-000026	CostOfServices	us-gaap/2008		20080531	1	USD	24637000.0000	
0001193125-09-088639	OtherAccruedLiabilities	us-gaap/2008		20081231	0	USD	546442000.0000	
0000891618-09-000150	MinorityInterestInNetIncomeLossOfConsolidatedEntities	us-gaap/2008		20090331	1	USD	88000000.0000	
0001193125-09-111401	DepreciationAndAmortization	us-gaap/2008		20080331	1	USD	467000.0000	
0000831259-09-000047	ProceedsFromIssuanceOfCommonStock	us-gaap/2008		20090331	1	USD	740000000.0000	
0000796343-09-000026	RestructuringCharges	us-gaap/2008		20080531	2	USD	1431000.0000	
0001104659-09-025790	GrossProfit	us-gaap/2008		20080331	1	USD	17771000.0000	
0000950123-09-008550	PropertyPlantAndEquipmentNet	us-gaap/2008		20081231	0	USD	130149000.0000	
0001193125-09-088639	RetainedEarningsAccumulatedDeficit	us-gaap/2008		20081231	0	USD	1010902000.0000	
0001002638-09-000023	IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments	us-gaap/2008		20090331	3	USD	52269000.0000	
0001193125-09-091929	ProceedsFromPaymentsForOtherFinancingActivities	us-gaap/2008		20080331	1	USD	1000000.0000	
0000891618-09-000166	RevenueFromRelatedParties	us-gaap/2008		20090331	1	USD	611000000.0000	
0000950123-09-008550	AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment	us-gaap/2008		20090331	0	USD	264137000.0000	
0000277948-09-000066	OtherAssetsCurrent	us-gaap/2008		20081231	0	USD	119000000.0000	
0000277948-09-000066	PaymentsForProceedsFromOtherInvestingActivities	us-gaap/2008		20080331	1	USD	-12000000.0000	
0001104659-09-025790	Assets	us-gaap/2008		20081231	0	USD	283434000.0000	
